epoch,train_loss,val_auc,lr
1,0.2986468414920584,0.8047829286239883,0.001
2,0.24842988838069616,0.8431935246504784,0.001
3,0.2303247213666979,0.8615894039735099,0.001
4,0.2291543788582314,0.8747608535688005,0.001
5,0.21194263466138571,0.8851361295069905,0.001
6,0.1993891468636559,0.8916850625459897,0.001
7,0.2100543846155851,0.887785136129507,0.001
8,0.20009779679866238,0.8935246504782928,0.001
9,0.193213686195342,0.898822663723326,0.001
10,0.18094042554004805,0.8954378219278882,0.001
11,0.17748527171957584,0.8998528329654157,0.001
12,0.1809179065867538,0.8984547461368654,0.001
13,0.17637058421400667,0.9012509197939662,0.001
14,0.16571704144696242,0.9061074319352466,0.001
15,0.15760142987466041,0.9066225165562913,0.001
16,0.16052682000110471,0.9038263428991907,0.001
17,0.14954006618822502,0.9010301692420899,0.001
18,0.1492257000304967,0.9071376011773363,0.001
19,0.15417493785003972,0.9039735099337749,0.001
20,0.14823104211771457,0.905224429727741,0.001
21,0.14653461303268073,0.9135393671817513,0.001
22,0.14402357703098512,0.9050772626931568,0.001
23,0.14682428292342423,0.8949227373068432,0.001
24,0.1367487409945966,0.9139072847682119,0.001
25,0.13448745345948004,0.9083885209713025,0.001
26,0.13488791439369435,0.912288447387785,0.001
27,0.14211007664525174,0.9125827814569537,0.001
28,0.13436805454980932,0.9041942604856512,0.001
29,0.12360308590432767,0.9107431935246505,0.001
30,0.1289847293731214,0.9132450331125828,0.001
31,0.12582499213497755,0.9144959529065491,0.001
32,0.11308305788282827,0.906990434142752,0.001
33,0.12156094735815325,0.9175864606328182,0.001
34,0.1259768812256005,0.9091243561442237,0.001
35,0.12864033783058476,0.9107431935246505,0.001
36,0.11963623559277779,0.9209713024282561,0.001
37,0.1148541798156333,0.9151582045621781,0.001
38,0.1217222250903229,0.9100073583517292,0.001
39,0.11091017309794292,0.9166298749080206,0.001
40,0.1171762147401732,0.9095658572479765,0.001
41,0.1120981019909752,0.9151582045621781,0.001
42,0.11344453707602795,0.904635761589404,0.001
43,0.10739060807925752,0.9135393671817512,0.001
44,0.11236606068131881,0.9054451802796175,0.001
45,0.10709691680873017,0.905813097866078,0.001
46,0.1073163988556874,0.9031640912435616,0.001
47,0.10853897725201138,0.9152317880794703,0.0005
48,0.09979863758684722,0.9090507726269316,0.0005
49,0.09659085129849783,0.9112582781456954,0.0005
50,0.08674766604833627,0.915673289183223,0.0005
51,0.09903533347235381,0.915084621044886,0.0005
52,0.09564481065170152,0.9122884473877851,0.0005
53,0.08981986696483525,0.9094922737306843,0.0005
54,0.09617912386361575,0.9137601177336276,0.0005
55,0.0930760391340911,0.917439293598234,0.0005
56,0.08598626930143391,0.917439293598234,0.0005
57,0.09956717709169437,0.9185430463576159,0.0005
58,0.09850173369618773,0.9168506254598969,0.00025
59,0.08467754425893304,0.9189109639440766,0.00025
60,0.08493262273437194,0.9181751287711553,0.00025
61,0.08577768083747106,0.9212656364974245,0.00025
62,0.08560552080244811,0.9202354672553348,0.00025
63,0.08168112750120139,0.9182487122884474,0.00025
64,0.08178363330946624,0.9194260485651214,0.00025
65,0.0860999681757,0.9158940397350992,0.00025
66,0.08159464656472509,0.9185430463576159,0.00025
67,0.07896320362582461,0.9227373068432672,0.00025
68,0.08409592602164995,0.9208241353936717,0.00025
69,0.0820972310810447,0.9186902133922001,0.00025
70,0.08101453660553648,0.9174392935982341,0.00025
71,0.08113929623638401,0.9202354672553348,0.00025
72,0.08076551104433664,0.91626195732156,0.00025
73,0.08024430066422955,0.9161883738042678,0.00025
74,0.07484854439287696,0.9178072111846947,0.00025
75,0.07705537500878934,0.9164091243561443,0.00025
76,0.07981906524141326,0.920309050772627,0.00025
77,0.08051169968895026,0.918616629874908,0.00025
78,0.08080848416375143,0.9195732155997057,0.000125
79,0.07636480481759586,0.918027961736571,0.000125
80,0.0806803580838002,0.916850625459897,0.000125
81,0.0767660979513297,0.9165562913907285,0.000125
82,0.07107904488481487,0.9182487122884473,0.000125
83,0.07203185664485126,0.917439293598234,0.000125
84,0.07864180404417995,0.9175128771155261,0.000125
85,0.07192382743492078,0.9161883738042678,0.000125
86,0.07675494103865466,0.9184694628403238,0.000125
87,0.07769535917968846,0.9185430463576159,0.000125
88,0.07320976731279727,0.9189109639440765,0.000125
89,0.07568499582414409,0.9164827078734363,6.25e-05
90,0.07060913415507203,0.9157468727005151,6.25e-05
91,0.07582759881823421,0.9173657100809418,6.25e-05
92,0.0813203416669945,0.9171449595290655,6.25e-05
93,0.07823549457482103,0.916335540838852,6.25e-05
94,0.07132055639803561,0.9167034584253126,6.25e-05
95,0.07223260066171032,0.9172921265636497,6.25e-05
96,0.07076899464652132,0.9186902133922,6.25e-05
97,0.07161202668461181,0.918027961736571,6.25e-05
