epoch,train_loss,val_auc,lr
1,0.2832320975589995,0.8535590277777778,0.001
2,0.2434951226978205,0.8681423611111111,0.001
3,0.23169232211040178,0.8783854166666666,0.001
4,0.2243096607407844,0.8752604166666667,0.001
5,0.21721698313420662,0.8745659722222223,0.001
6,0.20200685280879946,0.8811631944444445,0.001
7,0.19790272281976753,0.8842881944444444,0.001
8,0.1938464242690089,0.8933159722222223,0.001
9,0.1875634296553129,0.89140625,0.001
10,0.18752741821242955,0.8971354166666666,0.001
11,0.1705920642417199,0.8893229166666667,0.001
12,0.17715305764863207,0.8992187499999998,0.001
13,0.16417078381882977,0.9138020833333333,0.001
14,0.16515005906953764,0.9157118055555554,0.001
15,0.15942769861630812,0.9075520833333333,0.001
16,0.16483149440537276,0.9183159722222223,0.001
17,0.14628815669898163,0.91328125,0.001
18,0.15784121154980502,0.9245659722222221,0.001
19,0.1547983696366691,0.9219618055555556,0.001
20,0.14664515504096906,0.9252604166666666,0.001
21,0.14763296096000356,0.9275173611111112,0.001
22,0.14299299147065359,0.9308159722222221,0.001
23,0.14098221025697452,0.9242187500000001,0.001
24,0.14311891801788,0.9308159722222222,0.001
25,0.13845001801886328,0.9285590277777777,0.001
26,0.1319306250519425,0.9323784722222223,0.001
27,0.13408522656704028,0.9325520833333333,0.001
28,0.12904317832478435,0.9280381944444444,0.001
29,0.12993629003754098,0.9363715277777778,0.001
30,0.12115715076298507,0.9356770833333332,0.001
31,0.12799953326165828,0.9261284722222223,0.001
32,0.13315246612516068,0.9242187500000001,0.001
33,0.12369681219866561,0.9308159722222221,0.001
34,0.12187536257975581,0.9276909722222222,0.001
35,0.1280624776244467,0.9287326388888889,0.001
36,0.11548853512028702,0.9325520833333333,0.001
37,0.11495815003267075,0.9328993055555556,0.001
38,0.11253989224367165,0.9287326388888888,0.001
39,0.11793246599857438,0.9341145833333333,0.001
40,0.11793606684711447,0.93203125,0.0005
41,0.11493804885913397,0.9301215277777778,0.0005
42,0.10818024683013824,0.9346354166666666,0.0005
43,0.10063419108096576,0.9355034722222223,0.0005
44,0.1053936697599542,0.9365451388888889,0.0005
45,0.10210059264689002,0.9391493055555554,0.0005
46,0.09618770750121003,0.9313368055555555,0.0005
47,0.10007646850502218,0.9330729166666666,0.0005
48,0.10099829180739611,0.9322048611111111,0.0005
49,0.0980775330509545,0.9304687500000001,0.0005
50,0.09902685990618688,0.9330729166666667,0.0005
51,0.09373344511324516,0.9292534722222222,0.0005
52,0.0967376679561217,0.9342881944444444,0.0005
53,0.09506230147285316,0.9368923611111112,0.0005
54,0.09616304490402455,0.9389756944444444,0.0005
55,0.10105971472560601,0.9389756944444444,0.0005
56,0.09720894402371714,0.9337673611111111,0.00025
57,0.08882339219100603,0.9332465277777777,0.00025
58,0.0934301018904487,0.9348090277777779,0.00025
59,0.09150994167148915,0.934982638888889,0.00025
60,0.09231214932433825,0.9358506944444446,0.00025
61,0.08829895689438924,0.9363715277777779,0.00025
62,0.08963944556300574,0.9356770833333333,0.00025
63,0.08899036771203118,0.9339409722222224,0.00025
64,0.08871330809957198,0.9346354166666667,0.00025
65,0.08396637667226427,0.9358506944444446,0.00025
66,0.09103923529841518,0.9361979166666667,0.00025
67,0.08338124380842724,0.9356770833333333,0.000125
68,0.08757958089122335,0.9337673611111111,0.000125
69,0.0870159128277963,0.9342881944444446,0.000125
70,0.08388198423021623,0.9332465277777778,0.000125
71,0.08985488863695063,0.9328993055555556,0.000125
72,0.08583463133139768,0.9355034722222223,0.000125
73,0.08131213537381805,0.9348090277777777,0.000125
74,0.08698595619497408,0.9351562500000001,0.000125
75,0.08310081441021754,0.9349826388888889,0.000125
