epoch,train_loss,val_auc,lr
1,0.3536801867802734,0.8826367387163437,0.001
2,0.3002511219555258,0.9069801648881012,0.001
3,0.2875191084396221,0.9189018246537864,0.001
4,0.2774543401371738,0.9199976465569863,0.001
5,0.27233949569003235,0.9191960050304844,0.001
6,0.26049751008954436,0.9257415184120142,0.001
7,0.2514756218429409,0.9263298791654102,0.001
8,0.25247816956249436,0.9246677600370666,0.001
9,0.24656886164001132,0.9273742195026881,0.001
10,0.24234463953192917,0.9276757543888036,0.001
11,0.23450664611751648,0.9247118870935714,0.001
12,0.2347231861263571,0.934280103845673,0.001
13,0.2238981972551743,0.9257488729214317,0.001
14,0.22514455500586839,0.9356921696538232,0.001
15,0.22471755141634578,0.9335814254510153,0.001
16,0.21779838713180705,0.9312721094939361,0.001
17,0.2174782645312889,0.9291540107817109,0.001
18,0.21750619898691612,0.933382853696744,0.001
19,0.21084364452551452,0.9352656081076112,0.001
20,0.20930695640666602,0.9371336534996434,0.001
21,0.2064194820730599,0.9335740709415977,0.001
22,0.20085406307224124,0.9360378315964434,0.001
23,0.20584952101961,0.9367438645005184,0.001
24,0.20358748838047733,0.93942090592847,0.001
25,0.19638571282520575,0.9372366166314876,0.001
26,0.19543545343301602,0.9324782490383979,0.001
27,0.19011845106997602,0.938847254193909,0.001
28,0.1948240629417021,0.9402078384361372,0.001
29,0.1879817831791188,0.9339712144501401,0.001
30,0.19456795058442872,0.9339785689595576,0.001
31,0.18716718574352254,0.9370049495848379,0.001
32,0.1886284280136409,0.9377587868001265,0.001
33,0.18779382339698394,0.9363025939354715,0.001
34,0.18105770178821742,0.9365820652933345,0.001
35,0.18031820238667523,0.9377367232718742,0.001
36,0.1828086547157384,0.939501805532062,0.001
37,0.17745180955439482,0.9367438645005185,0.001
38,0.18190426104997381,0.934427194034022,0.001
39,0.17854474172769336,0.9394870965132271,0.0005
40,0.1645732817074796,0.9415684226783652,0.0005
41,0.16406922442343355,0.9382441844216781,0.0005
42,0.1654856513510294,0.94230387362011,0.0005
43,0.15899144882463936,0.9444734538982577,0.0005
44,0.1581982747531716,0.9399798486441963,0.0005
45,0.15928856029027857,0.9392443977024512,0.0005
46,0.15726320100930316,0.939994557663031,0.0005
47,0.1572064439754773,0.9417890579608887,0.0005
48,0.1613917955024971,0.9413477873958418,0.0005
49,0.15703734386089443,0.9415169411124431,0.0005
50,0.1579565610318975,0.9404431827374955,0.0005
51,0.15310635238714054,0.9403181560773989,0.0005
52,0.1542107733461736,0.9421714924505961,0.0005
53,0.15404191183631502,0.939365747107839,0.0005
54,0.15554888261998792,0.9413992689617638,0.00025
55,0.14798715728299883,0.9409138713402122,0.00025
56,0.1464050664333179,0.9387590000808996,0.00025
57,0.14895774803048598,0.9399872031536136,0.00025
58,0.1473104936296859,0.9402446109832243,0.00025
59,0.14503141199068562,0.9409359348684646,0.00025
60,0.14382416501994472,0.9417890579608887,0.00025
61,0.143423143313681,0.9429584249582631,0.00025
62,0.14016062391159398,0.9420979473564216,0.00025
63,0.14054251501359366,0.942024402262247,0.00025
64,0.14368340162074697,0.9413772054335116,0.00025
65,0.14083569156558448,0.9435909127681638,0.000125
66,0.13986038210909768,0.9439292202013665,0.000125
67,0.13559374091031076,0.944576417030102,0.000125
68,0.13368489391371502,0.9435762037493288,0.000125
69,0.14204311728343835,0.9437931617771436,0.000125
70,0.13842669945546712,0.9433776319950578,0.000125
71,0.1351827856900217,0.943693875900008,0.000125
72,0.1351567918743788,0.9428701708452537,0.000125
73,0.13774027823829102,0.9430687425995249,0.000125
74,0.14048176865206172,0.9435173676739893,0.000125
75,0.13658746834522176,0.9448558883879652,0.000125
76,0.13868825300850218,0.9442895911628214,0.000125
77,0.13408655426503754,0.9438777386354443,0.000125
78,0.1339169596605275,0.9424215457707893,0.000125
79,0.13548456278941634,0.9414875230747732,0.000125
80,0.13798948281434467,0.9419949842245773,0.000125
81,0.13449558398992414,0.9427892712416619,0.000125
82,0.13498425324048316,0.9428113347699141,0.000125
83,0.1354010243930548,0.9420611748093344,0.000125
84,0.13445864042206349,0.9438115480506873,0.000125
85,0.13532651278317395,0.9415095866030255,0.000125
86,0.13548562648031362,0.9427524986945746,6.25e-05
87,0.12992077697400173,0.943855675107192,6.25e-05
88,0.13459928794349332,0.9434842723816106,6.25e-05
89,0.13246967825348907,0.9439807017672884,6.25e-05
90,0.1294041977411352,0.9441204374462201,6.25e-05
91,0.12885777252767425,0.9444587448794227,6.25e-05
92,0.1297683990933359,0.9446940891807812,6.25e-05
93,0.1277488719798448,0.9448117613314605,6.25e-05
94,0.13200652581674788,0.9437747755036,6.25e-05
95,0.1288898659250738,0.9437232939376777,6.25e-05
96,0.12992256386283116,0.9444660993888403,6.25e-05
97,0.12661844076234358,0.9443116546910738,3.125e-05
98,0.12853299211149868,0.9441498554838901,3.125e-05
99,0.12940919251299912,0.9439586382390363,3.125e-05
100,0.13222363919096067,0.9431717057313691,3.125e-05
101,0.131085232430013,0.9429657794676807,3.125e-05
102,0.13341052450769456,0.9437747755035999,3.125e-05
103,0.12904814692317942,0.9440248288237933,3.125e-05
104,0.12395109983446276,0.9432893778820484,3.125e-05
105,0.12504701275786553,0.9437453574659302,3.125e-05
